embryo,embryo_code,id,start,end,duration,depth,parent,grandparent,parent_duration,grandparent_duration,parent_minus_grandparent,group_depth2,group_depth1
02,1,176,116,150,35,7,172,164,29,25,4,02:130,02:2
02,1,179,62,87,26,5,163,131,21,14,7,02:130,02:2
02,1,180,88,118,31,6,179,163,26,21,5,02:130,02:2
02,1,181,119,161,43,7,180,179,31,26,5,02:130,02:2
02,1,184,119,159,41,7,180,179,31,26,5,02:130,02:2
02,1,187,88,115,28,6,179,163,26,21,5,02:130,02:2
02,1,188,116,153,38,7,187,179,28,26,2,02:130,02:2
02,1,191,116,151,36,7,187,179,28,26,2,02:130,02:2
02,1,194,27,41,15,3,130,2,13,10,3,02:130,02:2
02,1,195,42,64,23,4,194,130,15,13,2,02:130,02:2
02,1,196,65,88,24,5,195,194,23,15,8,02:130,02:2
02,1,197,89,126,38,6,196,195,24,23,1,02:130,02:2
02,1,198,127,167,41,7,197,196,38,24,14,02:130,02:2
02,1,201,127,168,42,7,197,196,38,24,14,02:130,02:2
02,1,204,89,118,30,6,196,195,24,23,1,02:130,02:2
02,1,205,119,157,39,7,204,196,30,24,6,02:130,02:2
02,1,208,119,155,37,7,204,196,30,24,6,02:130,02:2
02,1,211,65,88,24,5,195,194,23,15,8,02:130,02:2
02,1,212,89,120,32,6,211,195,24,23,1,02:130,02:2
02,1,213,121,161,41,7,212,211,32,24,8,02:130,02:2
02,1,216,121,161,41,7,212,211,32,24,8,02:130,02:2
02,1,219,89,121,33,6,211,195,24,23,1,02:130,02:2
02,1,220,122,167,46,7,219,211,33,24,9,02:130,02:2
02,1,223,122,161,40,7,219,211,33,24,9,02:130,02:2
02,1,226,42,66,25,4,194,130,15,13,2,02:130,02:2
02,1,227,67,89,23,5,226,194,25,15,10,02:130,02:2
02,1,228,90,125,36,6,227,226,23,25,-2,02:130,02:2
02,1,229,126,171,46,7,228,227,36,23,13,02:130,02:2
02,1,232,126,165,40,7,228,227,36,23,13,02:130,02:2
02,1,235,90,123,34,6,227,226,23,25,-2,02:130,02:2
02,1,236,124,172,49,7,235,227,34,23,11,02:130,02:2
02,1,239,124,171,48,7,235,227,34,23,11,02:130,02:2
02,1,242,67,90,24,5,226,194,25,15,10,02:130,02:2
02,1,243,91,124,34,6,242,226,24,25,-1,02:130,02:2
02,1,244,125,172,48,7,243,242,34,24,10,02:130,02:2
02,1,247,125,166,42,7,243,242,34,24,10,02:130,02:2
02,1,250,91,126,36,6,242,226,24,25,-1,02:130,02:2
02,1,251,127,175,49,7,250,242,36,24,12,02:130,02:2
02,1,254,127,171,45,7,250,242,36,24,12,02:130,02:2
02,1,258,15,27,13,2,257,1,11,4,7,02:258,02:257
02,1,259,28,42,15,3,258,257,13,11,2,02:258,02:257
02,1,260,43,65,23,4,259,258,15,13,2,02:258,02:257
02,1,261,66,91,26,5,260,259,23,15,8,02:258,02:257
02,1,262,92,130,39,6,261,260,26,23,3,02:258,02:257
02,1,263,131,170,40,7,262,261,39,26,13,02:258,02:257
02,1,266,131,166,36,7,262,261,39,26,13,02:258,02:257
02,1,269,92,121,30,6,261,260,26,23,3,02:258,02:257
02,1,270,122,164,43,7,269,261,30,26,4,02:258,02:257
02,1,273,122,155,34,7,269,261,30,26,4,02:258,02:257
02,1,276,66,89,24,5,260,259,23,15,8,02:258,02:257
02,1,277,90,122,33,6,276,260,24,23,1,02:258,02:257
02,1,278,123,161,39,7,277,276,33,24,9,02:258,02:257
02,1,281,123,159,37,7,277,276,33,24,9,02:258,02:257
02,1,284,90,121,32,6,276,260,24,23,1,02:258,02:257
02,1,285,122,164,43,7,284,276,32,24,8,02:258,02:257
02,1,288,122,161,40,7,284,276,32,24,8,02:258,02:257
02,1,291,43,63,21,4,259,258,15,13,2,02:258,02:257
02,1,292,64,88,25,5,291,259,21,15,6,02:258,02:257
02,1,293,89,125,37,6,292,291,25,21,4,02:258,02:257
02,1,294,126,163,38,7,293,292,37,25,12,02:258,02:257
02,1,297,126,168,43,7,293,292,37,25,12,02:258,02:257
02,1,300,89,120,32,6,292,291,25,21,4,02:258,02:257
02,1,301,121,165,45,7,300,292,32,25,7,02:258,02:257
02,1,304,121,160,40,7,300,292,32,25,7,02:258,02:257
02,1,307,64,89,26,5,291,259,21,15,6,02:258,02:257
02,1,308,90,126,37,6,307,291,26,21,5,02:258,02:257
02,1,309,127,173,47,7,308,307,37,26,11,02:258,02:257
02,1,312,127,169,43,7,308,307,37,26,11,02:258,02:257
02,1,315,90,126,37,6,307,291,26,21,5,02:258,02:257
02,1,316,127,171,45,7,315,307,37,26,11,02:258,02:257
02,1,319,127,172,46,7,315,307,37,26,11,02:258,02:257
02,1,322,28,42,15,3,258,257,13,11,2,02:258,02:257
02,1,323,43,66,24,4,322,258,15,13,2,02:258,02:257
02,1,324,67,92,26,5,323,322,24,15,9,02:258,02:257
02,1,325,93,124,32,6,324,323,26,24,2,02:258,02:257
02,1,326,125,163,39,7,325,324,32,26,6,02:258,02:257
02,1,329,125,165,41,7,325,324,32,26,6,02:258,02:257
02,1,332,93,123,31,6,324,323,26,24,2,02:258,02:257
02,1,333,124,165,42,7,332,324,31,26,5,02:258,02:257
02,1,336,124,160,37,7,332,324,31,26,5,02:258,02:257
02,1,339,67,90,24,5,323,322,24,15,9,02:258,02:257
02,1,340,91,121,31,6,339,323,24,24,0,02:258,02:257
02,1,341,122,166,45,7,340,339,31,24,7,02:258,02:257
02,1,344,122,163,42,7,340,339,31,24,7,02:258,02:257
02,1,347,91,120,30,6,339,323,24,24,0,02:258,02:257
02,1,348,121,159,39,7,347,339,30,24,6,02:258,02:257
02,1,351,121,163,43,7,347,339,30,24,6,02:258,02:257
02,1,354,43,67,25,4,322,258,15,13,2,02:258,02:257
02,1,355,68,92,25,5,354,322,25,15,10,02:258,02:257
02,1,356,93,142,50,6,355,354,25,25,0,02:258,02:257
02,1,357,143,183,41,7,356,355,50,25,25,02:258,02:257
02,1,360,143,180,38,7,356,355,50,25,25,02:258,02:257
02,1,363,93,131,39,6,355,354,25,25,0,02:258,02:257
02,1,364,132,171,40,7,363,355,39,25,14,02:258,02:257
02,1,367,132,172,41,7,363,355,39,25,14,02:258,02:257
02,1,370,68,92,25,5,354,322,25,15,10,02:258,02:257
02,1,371,93,125,33,6,370,354,25,25,0,02:258,02:257
02,1,372,126,165,40,7,371,370,33,25,8,02:258,02:257
02,1,375,126,165,40,7,371,370,33,25,8,02:258,02:257
02,1,378,93,124,32,6,370,354,25,25,0,02:258,02:257
02,1,379,125,161,37,7,378,370,32,25,7,02:258,02:257
02,1,382,125,164,40,7,378,370,32,25,7,02:258,02:257
02,1,385,15,27,13,2,257,1,11,4,7,02:385,02:257
02,1,386,28,42,15,3,385,257,13,11,2,02:385,02:257
02,1,387,43,62,20,4,386,385,15,13,2,02:385,02:257
02,1,388,63,89,27,5,387,386,20,15,5,02:385,02:257
02,1,389,90,127,38,6,388,387,27,20,7,02:385,02:257
02,1,390,128,170,43,7,389,388,38,27,11,02:385,02:257
02,1,393,128,164,37,7,389,388,38,27,11,02:385,02:257
02,1,396,90,120,31,6,388,387,27,20,7,02:385,02:257
02,1,397,121,161,41,7,396,388,31,27,4,02:385,02:257
02,1,400,121,154,34,7,396,388,31,27,4,02:385,02:257
02,1,403,63,88,26,5,387,386,20,15,5,02:385,02:257
02,1,404,89,123,35,6,403,387,26,20,6,02:385,02:257
02,1,405,124,164,41,7,404,403,35,26,9,02:385,02:257
02,1,408,124,162,39,7,404,403,35,26,9,02:385,02:257
02,1,411,89,120,32,6,403,387,26,20,6,02:385,02:257
02,1,412,121,166,46,7,411,403,32,26,6,02:385,02:257
02,1,415,121,163,43,7,411,403,32,26,6,02:385,02:257
02,1,418,43,62,20,4,386,385,15,13,2,02:385,02:257
02,1,419,63,89,27,5,418,386,20,15,5,02:385,02:257
02,1,420,90,126,37,6,419,418,27,20,7,02:385,02:257
02,1,421,127,169,43,7,420,419,37,27,10,02:385,02:257
02,1,424,127,174,48,7,420,419,37,27,10,02:385,02:257
02,1,427,90,119,30,6,419,418,27,20,7,02:385,02:257
02,1,428,120,162,43,7,427,419,30,27,3,02:385,02:257
02,1,431,120,161,42,7,427,419,30,27,3,02:385,02:257
02,1,434,63,89,27,5,418,386,20,15,5,02:385,02:257
02,1,435,90,126,37,6,434,418,27,20,7,02:385,02:257
02,1,436,127,175,49,7,435,434,37,27,10,02:385,02:257
02,1,439,127,172,46,7,435,434,37,27,10,02:385,02:257
02,1,442,90,127,38,6,434,418,27,20,7,02:385,02:257
02,1,443,128,174,47,7,442,434,38,27,11,02:385,02:257
02,1,446,128,174,47,7,442,434,38,27,11,02:385,02:257
02,1,449,28,41,14,3,385,257,13,11,2,02:385,02:257
02,1,450,42,62,21,4,449,385,14,13,1,02:385,02:257
02,1,451,63,87,25,5,450,449,21,14,7,02:385,02:257
02,1,452,88,121,34,6,451,450,25,21,4,02:385,02:257
02,1,453,122,158,37,7,452,451,34,25,9,02:385,02:257
02,1,456,122,160,39,7,452,451,34,25,9,02:385,02:257
02,1,459,88,118,31,6,451,450,25,21,4,02:385,02:257
02,1,460,119,162,44,7,459,451,31,25,6,02:385,02:257
02,1,463,119,157,39,7,459,451,31,25,6,02:385,02:257
02,1,466,63,88,26,5,450,449,21,14,7,02:385,02:257
02,1,467,89,119,31,6,466,450,26,21,5,02:385,02:257
02,1,468,120,161,42,7,467,466,31,26,5,02:385,02:257
02,1,471,120,160,41,7,467,466,31,26,5,02:385,02:257
02,1,474,89,117,29,6,466,450,26,21,5,02:385,02:257
02,1,475,118,155,38,7,474,466,29,26,3,02:385,02:257
02,1,478,118,159,42,7,474,466,29,26,3,02:385,02:257
02,1,481,42,64,23,4,449,385,14,13,1,02:385,02:257
02,1,482,65,90,26,5,481,449,23,14,9,02:385,02:257
02,1,483,91,133,43,6,482,481,26,23,3,02:385,02:257
02,1,484,134,174,41,7,483,482,43,26,17,02:385,02:257
02,1,487,134,173,40,7,483,482,43,26,17,02:385,02:257
02,1,490,91,125,35,6,482,481,26,23,3,02:385,02:257
02,1,491,126,166,41,7,490,482,35,26,9,02:385,02:257
02,1,494,126,172,47,7,490,482,35,26,9,02:385,02:257
02,1,497,65,90,26,5,481,449,23,14,9,02:385,02:257
02,1,498,91,120,30,6,497,481,26,23,3,02:385,02:257
02,1,499,121,163,43,7,498,497,30,26,4,02:385,02:257
02,1,502,121,161,41,7,498,497,30,26,4,02:385,02:257
02,1,505,91,119,29,6,497,481,26,23,3,02:385,02:257
02,1,506,120,161,42,7,505,497,29,26,3,02:385,02:257
02,1,509,120,163,44,7,505,497,29,26,3,02:385,02:257
02,1,514,16,28,13,2,513,512,13,3,10,02:514,02:513
02,1,515,29,46,18,3,514,513,13,13,0,02:514,02:513
02,1,516,47,67,21,4,515,514,18,13,5,02:514,02:513
02,1,517,68,95,28,5,516,515,21,18,3,02:514,02:513
02,1,518,96,122,27,6,517,516,28,21,7,02:514,02:513
02,1,519,123,155,33,7,518,517,27,28,-1,02:514,02:513
02,1,522,123,158,36,7,518,517,27,28,-1,02:514,02:513
02,1,525,96,127,32,6,517,516,28,21,7,02:514,02:513
02,1,526,128,160,33,7,525,517,32,28,4,02:514,02:513
02,1,529,128,185,58,7,525,517,32,28,4,02:514,02:513
02,1,532,68,95,28,5,516,515,21,18,3,02:514,02:513
02,1,533,96,124,29,6,532,516,28,21,7,02:514,02:513
02,1,534,125,158,34,7,533,532,29,28,1,02:514,02:513
02,1,537,125,164,40,7,533,532,29,28,1,02:514,02:513
02,1,540,96,131,36,6,532,516,28,21,7,02:514,02:513
02,1,543,47,70,24,4,515,514,18,13,5,02:514,02:513
02,1,544,71,100,30,5,543,515,24,18,6,02:514,02:513
02,1,545,101,133,33,6,544,543,30,24,6,02:514,02:513
02,1,546,134,171,38,7,545,544,33,30,3,02:514,02:513
02,1,550,101,136,36,6,544,543,30,24,6,02:514,02:513
02,1,551,137,176,40,7,550,544,36,30,6,02:514,02:513
02,1,554,137,186,50,7,550,544,36,30,6,02:514,02:513
02,1,557,71,100,30,5,543,515,24,18,6,02:514,02:513
02,1,558,101,141,41,6,557,543,30,24,6,02:514,02:513
02,1,561,101,147,47,6,557,543,30,24,6,02:514,02:513
02,1,564,29,46,18,3,514,513,13,13,0,02:514,02:513
02,1,565,47,67,21,4,564,514,18,13,5,02:514,02:513
02,1,566,68,93,26,5,565,564,21,18,3,02:514,02:513
02,1,567,94,119,26,6,566,565,26,21,5,02:514,02:513
02,1,568,120,151,32,7,567,566,26,26,0,02:514,02:513
02,1,571,120,156,37,7,567,566,26,26,0,02:514,02:513
02,1,574,94,124,31,6,566,565,26,21,5,02:514,02:513
02,1,575,125,162,38,7,574,566,31,26,5,02:514,02:513
02,1,579,68,91,24,5,565,564,21,18,3,02:514,02:513
02,1,580,92,120,29,6,579,565,24,21,3,02:514,02:513
02,1,581,121,155,35,7,580,579,29,24,5,02:514,02:513
02,1,584,121,166,46,7,580,579,29,24,5,02:514,02:513
02,1,587,92,136,45,6,579,565,24,21,3,02:514,02:513
02,1,590,47,69,23,4,564,514,18,13,5,02:514,02:513
02,1,591,70,95,26,5,590,564,23,18,5,02:514,02:513
02,1,592,96,129,34,6,591,590,26,23,3,02:514,02:513
02,1,593,130,167,38,7,592,591,34,26,8,02:514,02:513
02,1,596,130,188,59,7,592,591,34,26,8,02:514,02:513
02,1,599,96,128,33,6,591,590,26,23,3,02:514,02:513
02,1,600,129,169,41,7,599,591,33,26,7,02:514,02:513
02,1,603,129,180,52,7,599,591,33,26,7,02:514,02:513
02,1,606,70,99,30,5,590,564,23,18,5,02:514,02:513
02,1,607,100,143,44,6,606,590,30,23,7,02:514,02:513
02,1,610,100,145,46,6,606,590,30,23,7,02:514,02:513
02,1,613,16,29,14,2,513,512,13,3,10,02:613,02:513
02,1,614,30,61,32,3,613,513,14,13,1,02:613,02:513
02,1,615,62,91,30,4,614,613,32,14,18,02:613,02:513
02,1,616,92,149,58,5,615,614,30,32,-2,02:613,02:513
02,1,619,92,154,63,5,615,614,30,32,-2,02:613,02:513
02,1,622,62,90,29,4,614,613,32,14,18,02:613,02:513
02,1,623,91,151,61,5,622,614,29,32,-3,02:613,02:513
02,1,626,91,152,62,5,622,614,29,32,-3,02:613,02:513
02,1,629,30,62,33,3,613,513,14,13,1,02:613,02:513
02,1,630,63,96,34,4,629,613,33,14,19,02:613,02:513
02,1,631,97,163,67,5,630,629,34,33,1,02:613,02:513
02,1,634,97,171,75,5,630,629,34,33,1,02:613,02:513
02,1,637,63,95,33,4,629,613,33,14,19,02:613,02:513
02,1,638,96,161,66,5,637,629,33,33,0,02:613,02:513
02,1,641,96,170,75,5,637,629,33,33,0,02:613,02:513
02,1,645,18,31,14,2,644,512,15,3,12,02:645,02:644
02,1,646,32,49,18,3,645,644,14,15,-1,02:645,02:644
02,1,647,50,77,28,4,646,645,18,14,4,02:645,02:644
02,1,648,78,109,32,5,647,646,28,18,10,02:645,02:644
02,1,649,110,154,45,6,648,647,32,28,4,02:645,02:644
02,1,652,110,148,39,6,648,647,32,28,4,02:645,02:644
02,1,655,78,116,39,5,647,646,28,18,10,02:645,02:644
02,1,657,117,160,44,6,655,647,39,28,11,02:645,02:644
02,1,660,50,80,31,4,646,645,18,14,4,02:645,02:644
02,1,661,81,132,52,5,660,646,31,18,13,02:645,02:644
02,1,662,133,184,52,6,661,660,52,31,21,02:645,02:644
02,1,665,133,184,52,6,661,660,52,31,21,02:645,02:644
02,1,668,81,123,43,5,660,646,31,18,13,02:645,02:644
02,1,669,124,172,49,6,668,660,43,31,12,02:645,02:644
02,1,672,124,174,51,6,668,660,43,31,12,02:645,02:644
02,1,675,32,50,19,3,645,644,14,15,-1,02:645,02:644
02,1,676,51,75,25,4,675,645,19,14,5,02:645,02:644
02,1,677,76,107,32,5,676,675,25,19,6,02:645,02:644
02,1,678,108,152,45,6,677,676,32,25,7,02:645,02:644
02,1,681,108,152,45,6,677,676,32,25,7,02:645,02:644
02,1,684,76,112,37,5,676,675,25,19,6,02:645,02:644
02,1,685,113,157,45,6,684,676,37,25,12,02:645,02:644
02,1,688,113,157,45,6,684,676,37,25,12,02:645,02:644
02,1,691,51,77,27,4,675,645,19,14,5,02:645,02:644
02,1,692,78,125,48,5,691,675,27,19,8,02:645,02:644
02,1,693,126,182,57,6,692,691,48,27,21,02:645,02:644
02,1,696,126,176,51,6,692,691,48,27,21,02:645,02:644
02,1,699,78,115,38,5,691,675,27,19,8,02:645,02:644
02,1,700,116,163,48,6,699,691,38,27,11,02:645,02:644
02,1,703,116,166,51,6,699,691,38,27,11,02:645,02:644
02,1,706,18,37,20,2,644,512,15,3,12,02:706,02:644
02,1,707,38,68,31,3,706,644,20,15,5,02:706,02:644
02,1,708,69,109,41,4,707,706,31,20,11,02:706,02:644
02,1,709,110,155,46,5,708,707,41,31,10,02:706,02:644
02,1,712,110,150,41,5,708,707,41,31,10,02:706,02:644
02,1,715,69,110,42,4,707,706,31,20,11,02:706,02:644
02,1,716,111,154,44,5,715,707,42,31,11,02:706,02:644
02,1,719,111,150,40,5,715,707,42,31,11,02:706,02:644
02,1,722,38,105,68,3,706,644,20,15,5,02:706,02:644
