clone,n_d2,x,y2d,start,sister_fate,target_fate,Kit,Ly6a,Flt3,Hlf,Hoxa9,Meis1,Pbx1,Myb,Runx1,Gata2,Tal1,Lmo2,Erg,Fli1,Lyl1,Mpl,Spi1,Cebpa,Cebpb,Gfi1,Irf8,Csf1r,Csf3r,Mpo,Elane,Prtn3,Ctsg,Ltf,S100a8,S100a9,Lyz2,Fcgr3
2592,2,298.929,289.8005,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.2027325540540822,0.5323553684962141,0.0,0.0,0.0,0.0,0.5323553684962141,0.2027325540540822,0.0,0.5323553684962141,0.0,0.2653141255310852,0.0,0.0,0.09116077839697732,0.0,0.09116077839697732,0.2653141255310852,0.2027325540540822,0.2653141255310852,0.0,0.0,0.0,0.5657010557455503,2.549231502230888,2.1400661634962708,2.2737705365757277,0.0,0.0,0.7737812543580065,0.0,0.2027325540540822
2673,1,371.462,205.108,Lin-Kit+Sca1-,Neutrophil,Monocyte,0.33647223662121295,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.33647223662121295,0.0,0.0,0.0,1.1314021114911006,0.33647223662121295,0.0,0.33647223662121295,0.0,0.832909122935104,0.33647223662121295,0.33647223662121295,0.33647223662121295,0.0,0.0,0.0,0.5877866649021191,1.1314021114911006,1.8082887711792655,1.8082887711792655,0.0,0.0,0.0,0.0,0.0
2689,1,-27.747,653.133,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.33647223662121295,1.0296194171811581,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.0,0.0,0.0,0.0
2782,3,193.11299999999997,548.5963333333333,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.6580270086740032,0.9580807919887603,0.19592888830070634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31850381500914543,0.0,0.0,0.19592888830070634,0.6580270086740032,0.9638274173933973,0.31850381500914543,0.7888328062458995,0.0,0.0,0.0,0.0,0.0
2783,1,816.368,119.568,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.262364264467491,0.262364264467491,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,0.0,0.262364264467491,0.4700036292457356,0.0,0.0,0.0,0.0,0.6418538861723948,0.262364264467491,0.9162907318741551,0.0,0.262364264467491,0.7884573603642702,0.0,0.0,0.7884573603642702,0.9162907318741551,1.6094379124341003,0.0,0.0,0.0,0.262364264467491,0.7884573603642702
2791,2,324.14250000000004,216.696,Lin-Kit+Sca1-,Monocyte,Monocyte,0.2350018146228678,0.0,0.0,0.0,0.0,0.0,0.0,0.4777557225137181,0.39649625776483066,0.0,0.262364264467491,0.8431994767851144,0.1311821322337455,0.0,0.1311821322337455,0.0,0.29389333245105953,0.29389333245105953,0.0,0.29389333245105953,0.1311821322337455,0.0,0.1311821322337455,1.2034725541591444,1.69405607105675,2.0646144820378014,1.6490283113713209,0.0,0.0,0.0,0.1311821322337455,0.1311821322337455
2811,1,417.512,55.653,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.262364264467491,0.0,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,0.262364264467491,0.262364264467491,0.262364264467491,1.0986122886681098,0.262364264467491,0.262364264467491,0.262364264467491,0.0,0.6418538861723948,0.6418538861723948,0.4700036292457356,0.6418538861723948,0.0,0.0,0.0,1.9021075263969205,2.653241964607215,2.3513752571634776,0.7419373447293773,0.0,0.0,0.0,0.262364264467491,0.0
2831,1,263.604,325.97,Lin-Kit+Sca1-,Neutrophil,Monocyte,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5306282510621704,0.0,1.1631508098056809,0.0,0.0,0.0,0.0,0.0,0.5306282510621704,0.0,0.0,0.0,0.0,0.5306282510621704,0.9162907318741551,1.824549292051046,1.3862943611198906,1.7047480922384253,0.0,0.0,0.0,0.0,0.0
2862,1,-172.159,245.525,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.7419373447293773,0.4054651081081644,0.0,0.7419373447293773,0.4054651081081644,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3066,1,227.132,170.895,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.262364264467491,0.0,0.262364264467491,0.0,0.0,0.0,0.6418538861723948,0.0,0.4700036292457356,0.0,0.4700036292457356,0.262364264467491,0.0,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,1.6094379124341003,1.916922612182061,1.8718021769015913,0.0,0.0,0.0,0.0,0.0
3069,1,310.126,417.85,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1314021114911006,0.0,0.0,0.0,1.1314021114911006,0.0,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,1.1314021114911006,0.7419373447293773,1.4350845252893227,1.1314021114911006,0.0,0.0,0.0,0.0,0.0
3087,4,412.6940000000001,-47.16075,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4514155935992616,0.0,0.208227280733776,0.1311821322337455,1.1664722302556993,0.06559106611687275,0.0,0.0,0.0,0.16695734314391386,0.231064725380833,0.6198478672749725,0.21530019138904877,0.0,0.0,0.18309197342830663,0.8104331517527821,1.1982027260649113,1.203844811567234,1.3385647601150223,0.0,0.0,0.08411805915530324,0.149709125272176,0.0
3093,1,-248.931,42.057,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.9932517730102833,0.33647223662121295,1.5686159179138452,0.0,0.0,0.33647223662121295,0.33647223662121295,0.0,0.0,0.33647223662121295,0.33647223662121295,0.6418538861723948,0.0,0.33647223662121295,0.0,0.0,0.0,0.0,0.33647223662121295,0.832909122935104,0.0,0.0,0.0,0.0,0.0
3132,1,-441.348,-142.49,Lin-Kit+Sca1-,Baso,Neutrophil,0.0,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,0.7884573603642702,0.0,0.7884573603642702,0.0,0.7884573603642702,1.2237754316221157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5260563034950492,2.1041341542702074,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0
3136,2,104.17699999999999,557.125,Lin-Kit+Sca1+,Baso,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.3209269430861974,0.0,0.7520386983881371,0.0,0.4777557225137182,0.8047189562170501,0.29389333245105953,0.3209269430861974,0.0,0.0,0.0,0.0,0.29389333245105953,0.0,0.0,0.0,0.29389333245105953,0.0,0.0,0.3209269430861974,0.49662588650514167,0.0,0.0,0.0,0.0,0.0
3168,2,-588.867,-76.939,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.2653141255310852,0.4377343686769499,0.2653141255310852,0.6541664098250894,0.7030484942080351,0.0,0.0,0.0,0.0,0.0,0.4377343686769499,0.0,0.416454561467552,0.0,0.0,0.0,0.0,0.4377343686769499,0.0,0.0,0.6804882765678003,0.0,0.0,0.0,0.0,0.4377343686769499
3176,1,371.875,589.623,Lin-Kit+Sca1+,Neutrophil,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,1.0986122886681098,1.0986122886681098,0.0,0.0,1.0986122886681098,0.0,0.0,1.62924053973028,1.0986122886681098,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0
3206,1,235.904,358.666,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,1.0647107369924282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0
3289,2,-3.633000000000001,462.43399999999997,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.2653141255310852,0.2653141255310852,0.0,0.6804882765678003,1.1182226452447503,0.34657359027997264,0.0,0.0,0.2653141255310852,0.0,0.0,0.0,0.0,0.0,0.5323553684962141,0.0,0.0,0.0,0.0,0.2653141255310852,0.34657359027997264,0.7843079589569226,0.0,0.0,0.0,0.0,0.2653141255310852
3296,2,47.073499999999996,748.4235,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.2653141255310852,0.2653141255310852,0.0,0.2653141255310852,0.2653141255310852,0.0,0.0,0.5306282510621704,0.2653141255310852,0.2653141255310852,0.9821556172131023,0.0,0.0,0.0,0.0,0.2653141255310852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3324,1,333.347,265.161,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.262364264467491,0.0,0.0,0.262364264467491,0.4700036292457356,0.0,0.0,0.0,0.0,0.262364264467491,0.262364264467491,0.4700036292457356,0.0,0.0,0.0,0.0,0.4700036292457356,0.0,0.4700036292457356,0.262364264467491,0.0,0.0,0.0,1.5686159179138452,2.617395832834079,1.791759469228055,1.791759469228055,0.0,0.4700036292457356,0.262364264467491,0.0,0.262364264467491
3339,1,316.836,112.638,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.33647223662121295,0.33647223662121295,0.0,0.0,0.0,0.33647223662121295,0.0,0.33647223662121295,1.252762968495368,0.5306282510621704,0.0,0.0,0.0,0.5306282510621704,0.5306282510621704,0.5306282510621704,0.5306282510621704,0.0,0.0,0.0,0.7419373447293773,0.8754687373538999,1.1314021114911006,0.5306282510621704,0.0,0.0,0.0,0.0,0.0
3345,2,283.95050000000003,373.0635,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.2653141255310852,0.0,0.0,0.0,0.0,0.0,0.0,0.2653141255310852,0.2653141255310852,0.0,0.2653141255310852,0.9821556172131023,0.0,0.0,0.2653141255310852,0.0,0.2653141255310852,0.0,0.0,0.0,0.0,0.2653141255310852,0.0,0.6362827978957739,0.2653141255310852,0.7874232338322407,1.2950085670953086,0.0,0.0,0.0,0.0,0.2653141255310852
3372,1,77.967,524.653,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3469,1,118.731,440.835,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.5877866649021191,0.0,0.5877866649021191,0.5877866649021191,0.5877866649021191,0.0,0.0,0.0,0.5877866649021191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5877866649021191,0.0,0.5877866649021191,1.2237754316221157,0.5877866649021191,0.0,0.0,0.0,0.0,0.0
3492,3,149.48,265.7176666666667,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.27763637431170135,0.0,0.11215741220707098,0.0,0.23104906018664842,0.5527426922011774,0.0,0.1351550360360548,0.23104906018664842,0.5658162632522712,0.2473124482431258,1.0924444648132565,0.2473124482431258,0.1351550360360548,0.0,0.0,0.34910633142685304,0.0,0.4450003555774467,0.0,0.0,0.0,0.11215741220707098,0.11215741220707098,0.0,0.4842613674629079,0.0,0.0,0.0,0.0,0.0,0.0
3529,1,26.858,600.075,Lin-Kit+Sca1-,Monocyte,Neutrophil,0.0,1.2809338454620642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,0.0,1.2809338454620642,0.0,0.4700036292457356,0.0,0.0,0.4700036292457356,0.0,0.832909122935104,0.0,0.0,0.4700036292457356,0.0,0.0,0.0,0.0,0.4700036292457356,0.0,0.0,0.0,0.0,0.0
3560,2,447.53,607.8385,Lin-Kit+Sca1+,Neutrophil,Monocyte,0.0,0.0,0.0,0.0,0.0,0.29389333245105953,0.0,0.6404669227310322,0.0,0.0,0.0,0.29389333245105953,0.34657359027997264,0.0,0.0,0.0,0.0,0.0,0.8047189562170503,0.0,0.0,0.0,0.0,0.0,0.0,0.5493061443340549,0.0,0.0,0.0,0.0,0.0,0.0
3569,1,31.715,604.249,Lin-Kit+Sca1-,Neutrophil,Monocyte,0.9162907318741551,0.0,0.5877866649021191,0.0,0.0,0.5877866649021191,0.0,0.0,0.0,0.0,0.0,1.1939224684724346,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.0,0.5877866649021191,0.0,0.0,0.5877866649021191,0.0,0.5877866649021191,0.0,0.5877866649021191,0.0,0.0,0.0,0.0,0.0
3591,1,340.004,523.623,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7227665977411035,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0
3667,2,196.3,865.8525,Lin-Kit+Sca1+,Neutrophil,Monocyte,0.0,0.6804882765678003,0.0,0.0,0.0,0.0,0.0,0.7520386983881371,0.0,0.0,0.0,0.7520386983881371,0.7520386983881371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3767,1,87.238,511.541,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,0.7884573603642702,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.7884573603642702,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0
3830,1,355.127,167.625,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.262364264467491,0.0,0.0,0.262364264467491,0.0,0.0,0.0,0.4700036292457356,0.0,0.262364264467491,0.0,1.589235205116581,0.0,0.0,0.0,0.0,0.4700036292457356,0.5877866649021191,0.262364264467491,0.0,0.0,0.0,0.0,1.410986973710262,2.0412203288596382,2.1400661634962708,1.5260563034950492,0.0,0.0,0.0,0.262364264467491,0.0
3867,1,-85.779,1095.442,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,2.0412203288596382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3869,2,325.41700000000003,276.65999999999997,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.2027325540540822,0.37096867236468867,0.0,0.0,0.16823611831060648,0.831963048859085,0.2027325540540822,0.2027325540540822,0.0,0.0,0.0,0.16823611831060648,0.2027325540540822,0.0,0.16823611831060648,0.0,0.0,1.034695602913167,2.0225771590156647,1.7572630334845791,1.0919007785020394,0.0,0.0,0.0,0.0,0.4966258865051417
3959,3,509.03866666666664,22.986,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087454754822497,0.0,0.15666787641524518,0.3994858745459419,0.7438753346845172,0.0,0.15666787641524518,0.0,0.0,0.24412263123774217,0.22260979085855181,0.6038540321747449,0.0,0.087454754822497,0.0,0.0,0.9630866763478249,0.22260979085855181,1.5062758920553423,1.0141416671819912,0.0,0.0,0.0,0.087454754822497,0.0
4052,1,-851.698,236.883,Lin-Kit+Sca1-,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,1.3609765531356006,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.4054651081081644,0.0,0.0,0.0
4061,1,353.29,719.613,Lin-Kit+Sca1-,Monocyte,Neutrophil,0.0,0.5877866649021191,0.0,0.33647223662121295,0.33647223662121295,0.5877866649021191,0.0,0.5877866649021191,0.0,0.0,0.0,1.4816045409242156,0.33647223662121295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33647223662121295,0.33647223662121295,0.0,0.0,0.0,0.0,0.0
4096,1,1485.634,-130.855,Lin-Kit+Sca1-,Baso,Baso,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,1.5040773967762742,0.9162907318741551
4106,6,346.89016666666663,528.3413333333334,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.3779989413707378,0.0,0.0,0.0,0.0,0.43562325360516146,0.43562325360516146,0.2457938348512498,0.0,0.0,0.6403382722679353,0.35765521382477816,0.0675775180180274,0.09796444415035317,0.0,0.5425989013005607,0.27477643759789694,0.1716032361968597,0.15925190750457272,0.20639570517387806,0.0,0.0,0.3133713528692772,0.20639570517387806,0.5511477836984857,0.6595790447220106,0.0,0.0,0.0,0.0,0.0675775180180274
4115,1,102.07,766.134,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3609765531356006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4123,1,11.413,658.059,Lin-Kit+Sca1+,Neutrophil,Neutrophil,1.4586150226995167,0.0,0.0,0.9555114450274363,0.0,0.0,0.0,0.9555114450274363,0.0,0.0,0.0,0.9555114450274363,0.0,0.0,0.0,0.0,0.9555114450274363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4586150226995167,0.0,0.0,0.0,0.0,0.0
4141,4,225.93375,217.08974999999998,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.08411805915530324,0.0,0.0,0.1013662770270411,0.0,0.18548433618234433,0.3515242471040176,0.2501579700769765,0.0,0.1013662770270411,0.18548433618234433,0.8862031898935077,0.4914281940878732,0.0,0.18548433618234433,0.0,0.20161896646673713,0.6283735266599781,0.6232187048592943,0.0,0.0,0.0,0.18548433618234433,0.28285052787277515,0.0,1.569663655887393,0.8812737545795982,0.0,0.0,0.0,0.0,0.218867184338475
4144,1,204.871,207.641,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.4054651081081644,0.0,0.0,0.0,0.0,0.4054651081081644,0.4054651081081644,0.0,0.0,0.9162907318741551,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.9162907318741551,0.0,0.0,0.0,0.0,0.0,0.0
4184,1,267.473,325.408,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.262364264467491,0.262364264467491,0.0,0.0,0.0,0.0,0.0,0.262364264467491,0.9932517730102833,0.262364264467491,0.0,0.0,0.0,0.262364264467491,0.5306282510621704,0.262364264467491,0.6931471805599453,0.5306282510621704,0.0,0.0,1.7404661748405046,0.5306282510621704,2.0918640616783932,1.8082887711792655,0.0,0.0,0.0,0.0,0.0
4190,1,239.582,308.557,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,0.4700036292457356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4256,1,-14.196,649.266,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4411,1,38.649,784.361,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.0,0.0,0.0,0.0,0.9932517730102833,0.9932517730102833,0.9932517730102833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4512,2,127.98400000000001,430.5575,Lin-Kit+Sca1+,Neutrophil,Neutrophil,0.0,0.0,0.0,0.0,0.626381484247684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.460234894526722,0.5657010557455503,0.0,0.0,0.0,0.0,0.0,0.0
4541,2,654.23,-298.7265,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.16823611831060648,0.0,0.0,0.0,0.0,0.0,0.0,0.970089737173164,0.0,0.16823611831060648,0.16823611831060648,0.0,0.37096867236468867,0.299418250544352,0.7498115232134469,0.1311821322337455,0.299418250544352,0.29389333245105953,0.0,1.539346897134169,2.010886934693633,2.1482343731561175,1.2498976311408754,0.0,0.16823611831060648,0.0,0.1311821322337455,0.4777557225137182
4613,1,-488.213,-222.592,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,0.0,0.0,0.0,2.028148247292285,0.7419373447293773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419373447293773,1.8718021769015913,0.0,0.0,0.0,0.0,0.0
4650,1,21.282,452.204,Lin-Kit+Sca1+,Baso,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2237754316221157,0.0,0.0,0.7884573603642702,0.0,1.2237754316221157,0.0,0.0,0.0,0.7884573603642702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4708,2,536.902,398.1815,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.16823611831060648,0.4891630613968039,0.0,0.2027325540540822,0.5236594971402796,0.0,0.16823611831060648,0.16823611831060648,0.0,0.0,1.3553566592608468,0.0,0.0,0.0,0.0,0.37096867236468867,0.0,0.3209269430861974,0.0,0.0,0.0,0.0,0.0,0.16823611831060648,0.8357366516767765,0.16823611831060648,0.0,0.0,0.2027325540540822,0.2027325540540822,0.0
5005,1,265.079,923.243,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,1.308332819650179,0.0,0.0,0.0,0.0,0.0,0.0,1.308332819650179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5045,2,472.49449999999996,295.553,Lin-Kit+Sca1+,Neutrophil,Baso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1235361915318935,0.0,0.0,0.8908545666872767,0.8908545666872767,0.0,0.0,0.0,0.3942286801821351,0.0,0.49662588650514167,0.0,0.0,0.49662588650514167,0.0,0.0,0.8908545666872767,0.49662588650514167,0.6118877158110578,0.0,0.0,0.0,0.0,0.49662588650514167
5091,1,170.201,669.998,Lin-Kit+Sca1-,Monocyte,Monocyte,0.0,0.4700036292457356,0.0,0.0,0.4700036292457356,0.0,0.0,0.0,0.0,0.0,0.4700036292457356,1.0647107369924282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.832909122935104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5209,3,-671.2406666666667,239.403,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.15666787641524518,0.0,0.0,0.0,0.0,0.0,0.5411136058676972,0.27763637431170135,0.21395129539079827,0.9037926637316284,0.087454754822497,0.6684637533898897,0.0,0.0,0.087454754822497,0.0,0.15666787641524518,0.21395129539079827,0.0,0.0,0.0,0.0,0.0,0.15666787641524518,0.3549035789974761,0.9157569714184971,0.7539210328245969,0.0,0.0,0.0,0.0,0.0
5273,4,-167.71775000000002,540.907,Lin-Kit+Sca1+,Baso,Neutrophil,0.0,0.9660021350815966,0.0,0.0,0.0,0.08411805915530324,0.0,0.29848061711810864,0.531163471125346,0.6064218225320073,0.08411805915530324,0.1013662770270411,0.0,0.1013662770270411,0.0,0.0,0.0,0.0,0.44288919047763387,0.25740485429528953,0.0,0.0,0.0,0.0,0.0,0.0,0.28285052787277515,0.0,0.0,0.0,0.0,0.0
5313,1,-166.66,802.244,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,0.0,1.5040773967762742,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.4054651081081644,0.0,0.0,0.0,0.0,0.0,0.0
5385,1,349.137,989.49,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2237754316221157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5490,3,379.566,902.1396666666668,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,0.0,0.0,0.0,0.0,0.3310839243367611,0.29182291245129993,0.19592888830070634,0.8188357250887673,0.0,0.0,0.9739568083185118,0.0,0.0,0.0,0.0,0.0,0.19592888830070634,0.29182291245129993,0.0,0.0,0.0,0.0,0.0,0.0,0.39797415615747816,0.31850381500914543,0.0,0.0,0.0,0.0,0.0
5563,1,97.167,819.229,Lin-Kit+Sca1+,Monocyte,Monocyte,0.0,1.3609765531356006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0647107369924282,1.0647107369924282,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5591,1,134.087,144.146,Lin-Kit+Sca1-,Neutrophil,Neutrophil,0.18232155679395465,0.0,0.0,0.0,0.18232155679395465,0.262364264467491,0.0,1.0647107369924282,0.18232155679395465,0.4700036292457356,0.0,0.4700036292457356,0.18232155679395465,0.0,0.0,0.0,0.0,0.7419373447293773,0.18232155679395465,0.18232155679395465,0.0,0.0,0.0,0.4054651081081644,0.832909122935104,1.1314021114911006,2.1972245773362196,0.0,0.0,0.0,0.0,0.18232155679395465
5626,1,354.794,143.175,Lin-Kit+Sca1+,Baso,Baso,0.832909122935104,0.0,0.0,0.0,0.33647223662121295,0.0,0.0,0.6418538861723948,0.33647223662121295,0.33647223662121295,0.33647223662121295,1.2809338454620642,0.0,0.0,0.0,0.0,0.0,0.9932517730102833,0.832909122935104,0.0,0.0,0.0,0.0,1.2809338454620642,0.0,1.3862943611198906,2.066862759472976,0.0,0.0,0.0,0.0,0.6418538861723948
