sequence,frame,label,x_px,y_px,z_slice,voxel_count
01,40,50,368.0,1678.0,4.0,9
01,40,51,412.0,1784.0,5.0,9
01,40,53,419.0,1849.0,4.0,9
01,40,54,443.0,1777.0,5.0,9
01,40,55,473.0,1776.0,5.0,9
01,40,56,448.0,1748.0,4.0,9
01,40,58,459.0,1804.0,5.0,9
01,40,59,465.0,1893.0,4.0,9
01,40,60,447.0,1833.0,5.0,9
01,40,62,493.0,1144.0,2.0,9
01,40,63,879.0,872.0,4.0,9
01,40,64,896.0,835.0,3.0,9
01,40,67,831.0,975.0,3.0,9
01,40,68,738.0,982.0,4.0,9
01,40,70,951.0,724.0,3.0,9
01,40,71,942.0,639.0,4.0,9
01,40,72,982.0,749.0,4.0,9
01,40,73,954.0,767.0,3.0,9
01,40,74,994.0,800.0,2.0,9
01,40,75,958.0,864.0,4.0,9
01,40,76,948.0,806.0,4.0,9
01,40,77,854.0,912.0,4.0,9
01,40,78,913.0,790.0,4.0,9
01,40,79,934.0,598.0,4.0,9
01,40,80,918.0,750.0,4.0,9
01,40,82,798.0,950.0,4.0,9
01,40,83,872.0,951.0,3.0,9
01,40,84,830.0,931.0,4.0,9
01,40,85,934.0,834.0,4.0,9
01,40,86,967.0,667.0,5.0,9
01,40,87,989.0,642.0,4.0,9
01,40,90,991.0,717.0,4.0,9
01,40,91,938.0,689.0,5.0,9
01,40,92,960.0,833.0,7.0,9
01,40,93,798.0,984.0,4.0,9
01,40,95,613.0,1087.0,4.0,9
01,40,96,596.0,1147.0,2.0,9
01,40,97,522.0,1170.0,4.0,9
01,40,98,529.0,1144.0,3.0,9
01,40,100,619.0,1134.0,2.0,9
01,40,101,774.0,995.0,3.0,9
01,40,102,728.0,1038.0,4.0,9
01,40,103,717.0,1003.0,4.0,9
01,40,104,709.0,1059.0,5.0,9
01,40,105,672.0,1122.0,3.0,9
01,40,107,639.0,1076.0,4.0,9
01,40,109,591.0,1122.0,6.0,9
01,40,110,654.0,1049.0,4.0,9
01,40,111,664.0,1095.0,4.0,9
01,40,112,644.0,1136.0,5.0,9
01,40,113,495.0,1202.0,5.0,9
01,40,114,574.0,1165.0,5.0,9
01,40,115,542.0,1170.0,6.0,9
01,40,116,678.0,1065.0,3.0,9
01,40,117,692.0,1032.0,5.0,9
01,40,118,747.0,1012.0,4.0,9
01,40,120,792.0,1027.0,4.0,9
01,40,121,689.0,1104.0,5.0,9
01,40,124,341.0,1597.0,1.0,9
01,40,125,328.0,1587.0,6.0,9
01,40,126,885.0,981.0,6.0,9
01,40,127,858.0,981.0,4.0,9
01,40,128,426.0,1659.0,7.0,9
01,40,129,407.0,1666.0,3.0,9
01,40,130,908.0,882.0,4.0,9
01,40,131,918.0,857.0,6.0,9
01,40,132,621.0,1181.0,7.0,9
01,40,133,601.0,1169.0,5.0,9
01,40,134,829.0,1013.0,4.0,9
01,40,135,800.0,1009.0,3.0,9
01,40,136,372.0,1580.0,4.0,9
01,40,137,342.0,1570.0,4.0,9
01,40,138,349.0,1538.0,5.0,9
01,40,139,333.0,1522.0,5.0,9
01,40,140,370.0,1362.0,4.0,9
01,40,141,363.0,1347.0,5.0,9
01,40,142,313.0,1495.0,4.0,9
01,40,143,301.0,1498.0,9.0,9
01,40,144,447.0,1278.0,4.0,9
01,40,145,436.0,1252.0,6.0,9
01,40,146,913.0,911.0,3.0,9
01,40,147,937.0,892.0,4.0,9
01,40,148,986.0,612.0,5.0,9
01,40,149,959.0,612.0,6.0,9
01,40,150,361.0,1413.0,5.0,9
01,40,151,341.0,1431.0,6.0,9
01,40,152,890.0,928.0,4.0,9
01,40,153,897.0,895.0,4.0,9
01,40,154,562.0,1144.0,3.0,9
01,40,155,542.0,1121.0,4.0,9
01,40,156,387.0,1600.0,4.0,9
01,40,157,357.0,1600.0,4.0,9
01,40,158,734.0,1067.0,4.0,9
01,40,159,762.0,1067.0,3.0,9
01,40,160,703.0,1085.0,4.0,9
01,40,161,730.0,1083.0,5.0,9
01,40,162,396.0,1652.0,3.0,9
01,40,163,373.0,1630.0,3.0,9
01,40,164,334.0,1495.0,4.0,9
01,40,165,364.0,1483.0,3.0,9
01,40,166,414.0,1706.0,4.0,9
01,40,167,427.0,1674.0,4.0,9
01,40,168,990.0,689.0,4.0,9
01,40,169,1010.0,664.0,4.0,9
01,40,170,342.0,1361.0,7.0,9
01,40,171,368.0,1388.0,6.0,9
01,40,172,465.0,1693.0,5.0,9
01,40,173,437.0,1705.0,6.0,9
01,40,174,483.0,1852.0,4.0,9
01,40,175,456.0,1853.0,4.0,9
01,40,176,745.0,1041.0,4.0,9
01,40,177,768.0,1032.0,5.0,9
01,40,178,318.0,1343.0,6.0,9
01,40,179,332.0,1330.0,8.0,9
01,40,180,417.0,1739.0,4.0,9
01,40,181,422.0,1715.0,4.0,9
01,40,182,638.0,1114.0,3.0,9
01,40,183,640.0,1100.0,2.0,9
02,15,1,280.0,500.0,10.0,9
02,15,2,308.0,447.0,9.0,9
02,15,4,288.0,565.0,11.0,9
02,15,5,292.0,470.0,9.0,9
02,15,6,354.0,597.0,10.0,9
02,15,7,334.0,594.0,10.0,9
02,15,8,347.0,743.0,9.0,9
02,15,9,322.0,676.0,10.0,9
02,15,10,323.0,714.0,10.0,9
02,15,11,353.0,687.0,11.0,9
02,15,12,350.0,483.0,10.0,9
02,15,13,368.0,393.0,10.0,9
02,15,14,374.0,459.0,11.0,9
02,15,15,385.0,524.0,9.0,9
02,15,16,358.0,513.0,11.0,9
02,15,17,353.0,438.0,10.0,9
02,15,18,375.0,619.0,11.0,9
02,15,19,354.0,631.0,9.0,9
02,15,20,377.0,688.0,11.0,9
02,15,21,441.0,735.0,11.0,9
02,15,22,375.0,662.0,11.0,9
02,15,23,380.0,754.0,10.0,9
02,15,24,282.0,602.0,10.0,9
02,15,25,311.0,413.0,10.0,9
02,15,26,320.0,384.0,11.0,9
02,15,27,280.0,378.0,12.0,9
02,15,28,290.0,346.0,12.0,9
02,15,29,347.0,372.0,11.0,9
02,15,30,360.0,543.0,12.0,9
02,15,31,310.0,637.0,11.0,9
02,15,33,361.0,572.0,11.0,9
02,15,34,329.0,624.0,11.0,9
02,15,35,351.0,656.0,11.0,9
02,15,36,350.0,414.0,10.0,9
02,15,37,373.0,480.0,11.0,9
02,15,38,387.0,418.0,11.0,9
02,15,39,379.0,551.0,12.0,9
02,15,40,385.0,505.0,11.0,9
02,15,41,394.0,689.0,12.0,9
02,15,42,409.0,713.0,11.0,9
02,15,44,422.0,736.0,11.0,9
02,15,45,397.0,735.0,11.0,9
02,15,47,411.0,751.0,12.0,9
02,15,49,475.0,767.0,12.0,9
02,15,51,426.0,809.0,11.0,9
02,15,52,475.0,800.0,9.0,9
02,15,53,446.0,800.0,10.0,9
02,15,54,483.0,829.0,11.0,9
02,15,55,456.0,831.0,11.0,9
02,15,56,483.0,851.0,9.0,9
02,15,57,539.0,911.0,11.0,9
02,15,58,546.0,881.0,9.0,9
02,15,59,520.0,852.0,11.0,9
02,15,60,580.0,886.0,11.0,9
02,15,62,623.0,863.0,8.0,9
02,15,63,629.0,886.0,9.0,9
02,15,64,652.0,875.0,10.0,9
02,15,65,664.0,891.0,11.0,9
02,15,66,703.0,894.0,11.0,9
02,15,67,645.0,902.0,9.0,9
02,15,68,619.0,939.0,9.0,9
02,15,69,649.0,939.0,10.0,9
02,15,70,693.0,933.0,10.0,9
02,15,71,658.0,914.0,10.0,9
02,15,72,670.0,951.0,9.0,9
02,15,73,608.0,878.0,11.0,9
02,15,74,461.0,805.0,11.0,9
02,15,77,494.0,775.0,12.0,9
02,15,78,501.0,793.0,12.0,9
02,15,79,409.0,824.0,10.0,9
02,15,80,433.0,846.0,10.0,9
02,15,81,523.0,874.0,10.0,9
02,15,82,459.0,864.0,9.0,9
02,15,83,504.0,872.0,11.0,9
02,15,84,508.0,834.0,9.0,9
02,15,85,536.0,831.0,11.0,9
02,15,86,567.0,863.0,10.0,9
02,15,87,672.0,865.0,9.0,9
02,15,88,641.0,857.0,10.0,9
02,15,89,540.0,855.0,11.0,9
02,15,90,556.0,834.0,11.0,9
02,15,91,592.0,872.0,9.0,9
02,15,92,564.0,902.0,11.0,9
02,15,93,702.0,965.0,10.0,9
02,15,94,685.0,885.0,10.0,9
02,15,95,572.0,925.0,11.0,9
02,15,96,588.0,943.0,11.0,9
02,15,97,681.0,906.0,10.0,9
02,15,98,712.0,917.0,9.0,9
02,15,99,735.0,919.0,7.0,9
02,15,100,763.0,911.0,8.0,9
02,15,101,726.0,897.0,9.0,9
02,15,102,751.0,939.0,9.0,9
02,15,103,773.0,937.0,11.0,9
02,15,104,804.0,945.0,11.0,9
02,15,105,746.0,965.0,11.0,9
02,15,106,783.0,1031.0,10.0,9
02,15,107,724.0,992.0,9.0,9
02,15,108,759.0,993.0,11.0,9
02,15,109,775.0,963.0,9.0,9
02,15,110,818.0,974.0,10.0,9
02,15,111,860.0,958.0,10.0,9
02,15,112,864.0,987.0,9.0,9
02,15,113,841.0,963.0,9.0,9
02,15,114,883.0,960.0,11.0,9
02,15,115,913.0,968.0,9.0,9
02,15,116,960.0,990.0,11.0,9
02,15,117,1132.0,1015.0,6.0,9
02,15,118,1169.0,1037.0,8.0,9
02,15,120,840.0,996.0,9.0,9
02,15,121,1096.0,1010.0,11.0,9
02,15,122,828.0,930.0,11.0,9
02,15,123,794.0,995.0,9.0,9
02,15,124,885.0,989.0,12.0,9
02,15,125,929.0,944.0,12.0,9
02,15,126,904.0,939.0,11.0,9
02,15,127,938.0,974.0,12.0,9
02,15,128,911.0,996.0,11.0,9
02,15,129,815.0,1036.0,10.0,9
02,15,130,825.0,1009.0,10.0,9
02,15,131,903.0,1038.0,10.0,9
02,15,132,878.0,1027.0,12.0,9
02,15,133,929.0,1017.0,12.0,9
02,15,134,952.0,927.0,12.0,9
02,15,135,1074.0,993.0,11.0,9
02,15,136,1117.0,990.0,11.0,9
02,15,137,981.0,966.0,12.0,9
02,15,138,966.0,951.0,12.0,9
02,15,139,1005.0,969.0,11.0,9
02,15,140,1043.0,1000.0,12.0,9
02,15,141,1013.0,1005.0,12.0,9
02,15,142,1104.0,1031.0,11.0,9
02,15,143,1024.0,1053.0,12.0,9
02,15,144,986.0,1012.0,11.0,9
02,15,145,1049.0,1039.0,12.0,9
02,15,146,1071.0,1026.0,12.0,9
02,15,147,1223.0,1053.0,7.0,9
02,15,148,1140.0,1097.0,7.0,9
02,15,149,1197.0,1111.0,8.0,9
02,15,150,1211.0,1079.0,6.0,9
02,15,151,1249.0,1101.0,7.0,9
02,15,152,1284.0,1103.0,7.0,9
02,15,153,1226.0,1114.0,7.0,9
02,15,154,1165.0,1139.0,6.0,9
02,15,155,1187.0,1144.0,6.0,9
02,15,156,1263.0,1123.0,7.0,9
02,15,157,1217.0,1146.0,8.0,9
02,15,158,1241.0,1146.0,6.0,9
02,15,159,1287.0,1316.0,7.0,9
02,15,160,1316.0,1176.0,7.0,9
02,15,161,1334.0,1237.0,5.0,9
02,15,162,1336.0,1211.0,8.0,9
02,15,163,1315.0,1215.0,8.0,9
02,15,164,1353.0,1185.0,7.0,9
02,15,165,1306.0,1254.0,7.0,9
02,15,166,1336.0,1304.0,7.0,9
02,15,167,1336.0,1346.0,8.0,9
02,15,169,1316.0,1341.0,7.0,9
02,15,170,1359.0,1279.0,8.0,9
02,15,171,1362.0,1323.0,9.0,9
02,15,172,1286.0,1344.0,9.0,9
02,15,173,1070.0,1061.0,10.0,9
02,15,174,1159.0,1076.0,11.0,9
02,15,175,1001.0,1058.0,12.0,9
02,15,176,974.0,1062.0,12.0,9
02,15,177,1101.0,1071.0,12.0,9
02,15,178,1118.0,1085.0,11.0,9
02,15,179,1128.0,1130.0,11.0,9
02,15,180,1165.0,1104.0,7.0,9
02,15,181,1096.0,1109.0,9.0,9
02,15,182,1046.0,1091.0,11.0,9
02,15,183,1076.0,1088.0,11.0,9
02,15,184,1183.0,1084.0,11.0,9
02,15,185,1260.0,1079.0,8.0,9
02,15,186,1269.0,1156.0,7.0,9
02,15,187,1301.0,1188.0,9.0,9
02,15,188,1249.0,1052.0,9.0,9
02,15,189,1285.0,1167.0,9.0,9
02,15,190,1368.0,1206.0,8.0,9
02,15,191,1294.0,1229.0,8.0,9
02,15,192,1328.0,1264.0,9.0,9
02,15,193,1355.0,1229.0,7.0,9
02,15,194,1306.0,1296.0,12.0,9
02,15,195,1335.0,1388.0,11.0,9
02,15,196,1378.0,1231.0,9.0,9
02,15,197,1297.0,1362.0,7.0,9
02,15,198,1319.0,1391.0,7.0,9
02,15,199,470.0,787.0,12.0,9
02,15,200,491.0,806.0,11.0,9
02,15,201,531.0,815.0,9.0,9
02,15,202,338.0,566.0,11.0,9
02,15,203,309.0,551.0,9.0,9
02,15,204,586.0,910.0,10.0,9
02,15,205,616.0,899.0,9.0,9
02,15,206,386.0,718.0,9.0,9
02,15,207,356.0,718.0,10.0,9
02,15,208,416.0,791.0,11.0,9
02,15,209,403.0,768.0,10.0,9
02,15,210,340.0,531.0,11.0,9
02,15,211,318.0,514.0,10.0,9
02,15,212,435.0,769.0,10.0,9
02,15,213,450.0,768.0,10.0,9
02,15,214,1136.0,1051.0,10.0,9
02,15,215,1130.0,1042.0,9.0,9
02,20,1,280.0,504.0,11.0,9
02,20,2,315.0,452.0,9.0,9
02,20,4,289.0,565.0,11.0,9
02,20,5,296.0,476.0,10.0,9
02,20,6,356.0,599.0,11.0,9
02,20,7,336.0,594.0,11.0,9
02,20,8,349.0,742.0,10.0,9
02,20,9,321.0,672.0,11.0,9
02,20,10,323.0,712.0,10.0,9
02,20,11,353.0,685.0,11.0,9
02,20,12,349.0,492.0,9.0,9
02,20,13,374.0,394.0,10.0,9
02,20,14,374.0,464.0,11.0,9
02,20,15,386.0,523.0,9.0,9
02,20,16,362.0,519.0,11.0,9
02,20,17,357.0,443.0,11.0,9
02,20,18,375.0,619.0,10.0,9
02,20,19,356.0,631.0,9.0,9
02,20,20,378.0,689.0,10.0,9
02,20,21,443.0,735.0,11.0,9
02,20,22,374.0,663.0,11.0,9
02,20,23,374.0,749.0,11.0,9
02,20,24,285.0,601.0,9.0,9
02,20,25,319.0,423.0,10.0,9
02,20,26,327.0,391.0,11.0,9
02,20,27,285.0,386.0,12.0,9
02,20,28,294.0,350.0,12.0,9
02,20,29,353.0,375.0,10.0,9
02,20,30,365.0,546.0,12.0,9
02,20,31,315.0,631.0,10.0,9
02,20,33,364.0,574.0,9.0,9
02,20,34,332.0,622.0,11.0,9
02,20,35,353.0,657.0,11.0,9
02,20,36,356.0,420.0,11.0,9
02,20,37,374.0,487.0,11.0,9
02,20,38,389.0,421.0,11.0,9
02,20,39,382.0,554.0,12.0,9
02,20,40,385.0,506.0,11.0,9
02,20,41,396.0,689.0,12.0,9
02,20,42,412.0,712.0,10.0,9
02,20,44,424.0,734.0,11.0,9
02,20,45,395.0,734.0,11.0,9
02,20,47,412.0,744.0,12.0,9
02,20,49,477.0,768.0,11.0,9
02,20,51,430.0,806.0,10.0,9
02,20,52,475.0,797.0,10.0,9
02,20,53,449.0,793.0,11.0,9
02,20,54,484.0,825.0,9.0,9
02,20,55,457.0,829.0,11.0,9
02,20,56,486.0,847.0,9.0,9
02,20,57,540.0,912.0,10.0,9
02,20,58,549.0,876.0,11.0,9
02,20,59,524.0,846.0,11.0,9
02,20,60,580.0,882.0,10.0,9
02,20,62,627.0,861.0,8.0,9
02,20,63,632.0,883.0,9.0,9
02,20,64,653.0,871.0,10.0,9
02,20,65,666.0,886.0,11.0,9
02,20,66,704.0,890.0,11.0,9
02,20,67,646.0,899.0,9.0,9
02,20,68,617.0,928.0,10.0,9
02,20,69,650.0,936.0,11.0,9
02,20,70,695.0,928.0,9.0,9
02,20,71,660.0,911.0,10.0,9
02,20,72,673.0,951.0,11.0,9
02,20,73,611.0,877.0,11.0,9
02,20,74,463.0,803.0,11.0,9
02,20,77,495.0,775.0,11.0,9
02,20,78,502.0,790.0,12.0,9
02,20,79,410.0,822.0,10.0,9
02,20,80,432.0,840.0,10.0,9
02,20,81,524.0,869.0,11.0,9
02,20,82,458.0,864.0,10.0,9
02,20,83,504.0,869.0,11.0,9
02,20,84,509.0,831.0,10.0,9
02,20,85,533.0,831.0,11.0,9
02,20,86,569.0,859.0,11.0,9
02,20,87,673.0,862.0,11.0,9
02,20,88,641.0,854.0,10.0,9
02,20,89,543.0,853.0,11.0,9
02,20,90,551.0,834.0,10.0,9
02,20,91,593.0,872.0,9.0,9
02,20,92,564.0,900.0,10.0,9
02,20,93,704.0,956.0,10.0,9
02,20,94,685.0,882.0,9.0,9
02,20,95,575.0,923.0,11.0,9
02,20,96,591.0,939.0,12.0,9
02,20,97,683.0,905.0,10.0,9
02,20,98,714.0,913.0,10.0,9
02,20,99,737.0,915.0,7.0,9
02,20,100,765.0,911.0,8.0,9
02,20,101,726.0,892.0,9.0,9
02,20,102,752.0,936.0,9.0,9
02,20,103,775.0,936.0,11.0,9
02,20,104,805.0,942.0,11.0,9
02,20,105,747.0,961.0,11.0,9
02,20,106,788.0,1025.0,9.0,9
02,20,107,725.0,990.0,9.0,9
02,20,108,760.0,993.0,9.0,9
02,20,109,774.0,961.0,9.0,9
02,20,111,860.0,952.0,10.0,9
02,20,112,865.0,983.0,10.0,9
02,20,113,840.0,958.0,10.0,9
02,20,114,883.0,959.0,11.0,9
02,20,115,913.0,967.0,10.0,9
02,20,116,959.0,988.0,11.0,9
02,20,117,1132.0,1009.0,7.0,9
02,20,118,1169.0,1037.0,7.0,9
02,20,120,843.0,993.0,9.0,9
02,20,121,1094.0,1009.0,11.0,9
02,20,122,830.0,927.0,11.0,9
02,20,123,790.0,993.0,7.0,9
02,20,124,885.0,988.0,12.0,9
02,20,125,931.0,941.0,12.0,9
02,20,126,903.0,936.0,11.0,9
02,20,127,941.0,972.0,12.0,9
02,20,128,910.0,995.0,11.0,9
02,20,129,818.0,1029.0,9.0,9
02,20,130,823.0,1005.0,9.0,9
02,20,131,904.0,1036.0,9.0,9
02,20,132,880.0,1025.0,12.0,9
02,20,133,929.0,1015.0,12.0,9
02,20,134,953.0,923.0,12.0,9
02,20,135,1073.0,990.0,11.0,9
02,20,136,1117.0,988.0,9.0,9
02,20,137,980.0,965.0,11.0,9
02,20,138,964.0,949.0,12.0,9
02,20,139,1006.0,969.0,11.0,9
02,20,140,1045.0,1003.0,12.0,9
02,20,141,1014.0,1004.0,12.0,9
02,20,142,1100.0,1033.0,11.0,9
02,20,143,1023.0,1052.0,11.0,9
02,20,144,986.0,1010.0,11.0,9
02,20,145,1046.0,1037.0,12.0,9
02,20,146,1069.0,1024.0,11.0,9
02,20,147,1224.0,1053.0,7.0,9
02,20,148,1141.0,1097.0,8.0,9
02,20,149,1197.0,1111.0,8.0,9
02,20,150,1211.0,1079.0,7.0,9
02,20,151,1248.0,1100.0,8.0,9
02,20,152,1281.0,1103.0,7.0,9
02,20,153,1226.0,1113.0,7.0,9
02,20,154,1164.0,1139.0,7.0,9
02,20,155,1189.0,1144.0,6.0,9
02,20,156,1262.0,1123.0,7.0,9
02,20,157,1219.0,1144.0,8.0,9
02,20,158,1241.0,1148.0,7.0,9
02,20,159,1288.0,1319.0,7.0,9
02,20,160,1317.0,1176.0,7.0,9
02,20,161,1336.0,1239.0,6.0,9
02,20,162,1336.0,1211.0,8.0,9
02,20,163,1319.0,1218.0,8.0,9
02,20,164,1352.0,1186.0,7.0,9
02,20,165,1306.0,1254.0,8.0,9
02,20,166,1336.0,1306.0,6.0,9
02,20,167,1338.0,1346.0,8.0,9
02,20,169,1319.0,1336.0,7.0,9
02,20,170,1356.0,1279.0,9.0,9
02,20,172,1289.0,1344.0,9.0,9
02,20,173,1071.0,1060.0,11.0,9
02,20,174,1163.0,1076.0,9.0,9
02,20,175,1001.0,1055.0,12.0,9
02,20,176,973.0,1063.0,12.0,9
02,20,177,1101.0,1068.0,12.0,9
02,20,178,1118.0,1086.0,11.0,9
02,20,179,1128.0,1129.0,11.0,9
02,20,180,1165.0,1106.0,7.0,9
02,20,181,1096.0,1109.0,11.0,9
02,20,182,1046.0,1091.0,11.0,9
02,20,183,1075.0,1089.0,9.0,9
02,20,184,1185.0,1084.0,11.0,9
02,20,185,1259.0,1079.0,8.0,9
02,20,186,1269.0,1156.0,7.0,9
02,20,187,1301.0,1188.0,9.0,9
02,20,188,1248.0,1051.0,9.0,9
02,20,189,1284.0,1172.0,9.0,9
02,20,190,1369.0,1206.0,7.0,9
02,20,191,1296.0,1229.0,9.0,9
02,20,192,1328.0,1266.0,9.0,9
02,20,193,1358.0,1229.0,8.0,9
02,20,194,1309.0,1300.0,12.0,9
02,20,195,1335.0,1386.0,11.0,9
02,20,196,1381.0,1236.0,8.0,9
02,20,197,1297.0,1362.0,7.0,9
02,20,198,1317.0,1393.0,8.0,9
02,20,199,472.0,785.0,12.0,9
02,20,200,496.0,806.0,10.0,9
02,20,201,529.0,814.0,10.0,9
02,20,202,343.0,569.0,11.0,9
02,20,203,310.0,548.0,10.0,9
02,20,204,589.0,907.0,9.0,9
02,20,205,618.0,895.0,10.0,9
02,20,206,387.0,716.0,10.0,9
02,20,207,351.0,710.0,10.0,9
02,20,208,422.0,788.0,10.0,9
02,20,209,398.0,758.0,11.0,9
02,20,210,346.0,541.0,11.0,9
02,20,211,319.0,513.0,9.0,9
02,20,212,426.0,765.0,10.0,9
02,20,213,460.0,767.0,11.0,9
02,20,214,1145.0,1061.0,8.0,9
02,20,215,1124.0,1032.0,8.0,9
02,20,216,1364.0,1304.0,7.0,9
02,20,217,1363.0,1337.0,6.0,9
02,20,218,810.0,970.0,11.0,9
02,20,219,825.0,979.0,11.0,9
02,23,1,279.0,504.0,11.0,9
02,23,2,317.0,454.0,9.0,9
02,23,4,293.0,565.0,10.0,9
02,23,5,294.0,474.0,10.0,9
02,23,6,357.0,599.0,11.0,9
02,23,7,338.0,594.0,11.0,9
02,23,8,348.0,738.0,9.0,9
02,23,9,319.0,669.0,10.0,9
02,23,10,323.0,713.0,9.0,9
02,23,11,351.0,684.0,11.0,9
02,23,13,375.0,394.0,10.0,9
02,23,14,376.0,464.0,11.0,9
02,23,15,386.0,523.0,9.0,9
02,23,16,364.0,522.0,11.0,9
02,23,17,356.0,445.0,11.0,9
02,23,18,376.0,619.0,11.0,9
02,23,19,354.0,629.0,10.0,9
02,23,20,376.0,689.0,10.0,9
02,23,21,445.0,736.0,11.0,9
02,23,22,376.0,664.0,11.0,9
02,23,23,375.0,749.0,10.0,9
02,23,24,284.0,598.0,9.0,9
02,23,25,320.0,424.0,9.0,9
02,23,26,328.0,394.0,10.0,9
02,23,27,285.0,385.0,12.0,9
02,23,28,295.0,350.0,12.0,9
02,23,29,352.0,375.0,10.0,9
02,23,30,366.0,549.0,12.0,9
02,23,31,315.0,629.0,10.0,9
02,23,33,365.0,575.0,9.0,9
02,23,34,335.0,624.0,11.0,9
02,23,35,352.0,655.0,11.0,9
02,23,36,358.0,421.0,10.0,9
02,23,37,378.0,488.0,11.0,9
02,23,38,389.0,421.0,11.0,9
02,23,39,383.0,553.0,12.0,9
02,23,40,386.0,510.0,12.0,9
02,23,41,396.0,689.0,12.0,9
02,23,42,414.0,712.0,10.0,9
02,23,44,426.0,734.0,11.0,9
02,23,45,395.0,732.0,11.0,9
02,23,47,409.0,742.0,12.0,9
02,23,49,478.0,768.0,11.0,9
02,23,51,431.0,802.0,10.0,9
02,23,52,477.0,796.0,11.0,9
02,23,53,449.0,791.0,10.0,9
02,23,54,483.0,823.0,9.0,9
02,23,55,458.0,827.0,10.0,9
02,23,56,486.0,845.0,10.0,9
02,23,57,542.0,911.0,10.0,9
02,23,59,524.0,844.0,10.0,9
02,23,60,581.0,880.0,10.0,9
02,23,62,626.0,859.0,8.0,9
02,23,63,633.0,881.0,10.0,9
02,23,64,654.0,868.0,10.0,9
02,23,65,666.0,883.0,11.0,9
02,23,66,705.0,887.0,10.0,9
02,23,67,645.0,898.0,11.0,9
02,23,68,620.0,926.0,9.0,9
02,23,69,651.0,933.0,11.0,9
02,23,70,697.0,924.0,9.0,9
02,23,71,662.0,909.0,10.0,9
02,23,72,675.0,949.0,11.0,9
02,23,73,611.0,877.0,12.0,9
02,23,74,462.0,800.0,11.0,9
02,23,77,494.0,775.0,11.0,9
02,23,78,505.0,793.0,12.0,9
02,23,79,411.0,817.0,10.0,9
02,23,80,435.0,836.0,9.0,9
02,23,81,525.0,867.0,11.0,9
02,23,82,460.0,862.0,10.0,9
02,23,83,503.0,866.0,10.0,9
02,23,84,508.0,829.0,11.0,9
02,23,85,533.0,829.0,11.0,9
02,23,86,569.0,855.0,9.0,9
02,23,87,674.0,860.0,9.0,9
02,23,88,641.0,851.0,10.0,9
02,23,89,545.0,850.0,11.0,9
02,23,90,552.0,831.0,10.0,9
02,23,91,594.0,869.0,10.0,9
02,23,92,566.0,898.0,10.0,9
02,23,93,705.0,960.0,10.0,9
02,23,94,686.0,881.0,9.0,9
02,23,95,578.0,918.0,11.0,9
02,23,96,595.0,936.0,12.0,9
02,23,97,684.0,901.0,10.0,9
02,23,98,716.0,912.0,10.0,9
02,23,99,736.0,912.0,7.0,9
02,23,100,766.0,909.0,8.0,9
02,23,101,727.0,890.0,9.0,9
02,23,102,753.0,933.0,9.0,9
02,23,103,776.0,934.0,11.0,9
02,23,104,805.0,936.0,11.0,9
02,23,105,749.0,959.0,11.0,9
02,23,106,789.0,1020.0,9.0,9
02,23,107,727.0,987.0,11.0,9
02,23,108,766.0,990.0,9.0,9
02,23,109,773.0,959.0,9.0,9
02,23,111,859.0,950.0,10.0,9
02,23,112,865.0,979.0,10.0,9
02,23,113,838.0,954.0,9.0,9
02,23,114,885.0,959.0,11.0,9
02,23,115,914.0,964.0,10.0,9
02,23,116,961.0,988.0,11.0,9
02,23,117,1132.0,1006.0,7.0,9
02,23,118,1167.0,1038.0,7.0,9
02,23,120,846.0,992.0,9.0,9
02,23,121,1094.0,1008.0,11.0,9
02,23,122,830.0,926.0,10.0,9
02,23,123,793.0,987.0,8.0,9
02,23,124,886.0,985.0,12.0,9
02,23,125,932.0,940.0,12.0,9
02,23,126,903.0,934.0,10.0,9
02,23,127,941.0,970.0,12.0,9
02,23,128,911.0,993.0,10.0,9
02,23,129,818.0,1028.0,9.0,9
02,23,130,826.0,1004.0,9.0,9
02,23,131,903.0,1035.0,11.0,9
02,23,132,880.0,1023.0,12.0,9
02,23,133,930.0,1013.0,12.0,9
02,23,134,954.0,920.0,12.0,9
02,23,135,1074.0,990.0,11.0,9
02,23,136,1120.0,985.0,9.0,9
02,23,137,980.0,964.0,11.0,9
02,23,138,965.0,947.0,12.0,9
02,23,139,1006.0,969.0,11.0,9
02,23,140,1045.0,1003.0,12.0,9
02,23,141,1014.0,1004.0,12.0,9
02,23,142,1100.0,1031.0,11.0,9
02,23,143,1022.0,1050.0,10.0,9
02,23,144,987.0,1010.0,11.0,9
02,23,145,1047.0,1036.0,12.0,9
02,23,146,1070.0,1024.0,11.0,9
02,23,147,1224.0,1052.0,8.0,9
02,23,148,1141.0,1098.0,7.0,9
02,23,149,1199.0,1111.0,8.0,9
02,23,150,1211.0,1079.0,7.0,9
02,23,151,1249.0,1100.0,7.0,9
02,23,152,1281.0,1103.0,7.0,9
02,23,153,1226.0,1111.0,7.0,9
02,23,154,1164.0,1139.0,7.0,9
02,23,155,1189.0,1145.0,5.0,9
02,23,156,1262.0,1125.0,8.0,9
02,23,157,1219.0,1144.0,8.0,9
02,23,158,1241.0,1145.0,6.0,9
02,23,159,1289.0,1316.0,7.0,9
02,23,160,1318.0,1176.0,7.0,9
02,23,161,1336.0,1240.0,5.0,9
02,23,162,1337.0,1210.0,7.0,9
02,23,163,1316.0,1218.0,8.0,9
